Gene 1	Gene 2	Weight	Network group	Networks
RPS28	RPL37A	0.09085989440791309	Co-expression	Bahr-Bowler-2013; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Innocenti-Brown-2011; Mallon-McKay-2013; Rieger-Chu-2004; Wang-Maris-2006
RPL18	RPS11	0.09075011336244643	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Innocenti-Brown-2011; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006
RPLP1	GAPDH	0.09066579444333911	Co-expression	Cheok-Evans-2003; Gysin-McMahon-2012; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS28	EEF2	0.09051150223240256	Co-expression	Bahr-Bowler-2013; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wang-Maris-2006
RPS9	RPL19	0.08995200577192008	Co-expression	Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS11	RPL8	0.08964698598720133	Co-expression	Arijs-Rutgeerts-2009; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Innocenti-Brown-2011; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Wang-Maris-2006; Wu-Garvey-2007
RPL41	RPS17	0.08958268747664988	Co-expression	Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wu-Garvey-2007
RPS9	RPS2	0.08950218581594527	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006; Wu-Garvey-2007
RPS16	RPL19	0.08940258482471108	Co-expression	Arijs-Rutgeerts-2009; Bahr-Bowler-2013; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPL18	RPS28	0.08939170162193477	Co-expression	Bahr-Bowler-2013; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Innocenti-Brown-2011; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006; Wu-Garvey-2007
RPS4X	RPS18	0.08931507356464863	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Innocenti-Brown-2011; Kang-Willman-2010; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPLP0	RPL8	0.08924653055146337	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Gysin-McMahon-2012; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS18	RPL8	0.08866250328719616	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS10	GAPDH	0.08826047321781516	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009
RPL18	RPL41	0.08772328740451485	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Smirnov-Cheung-2009
RPL13	RPL28	0.08747019828297198	Co-expression	Bild-Nevins-2006 B; Chen-Brown-2002; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS28	RPS17	0.08690899098291993	Co-expression	Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wu-Garvey-2007
RPL41	RPS28	0.08685427065938711	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Mallon-McKay-2013; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPL18	RPLP1	0.08570663700811565	Co-expression	Bahr-Bowler-2013; Bild-Nevins-2006 B; Cheok-Evans-2003; Gysin-McMahon-2012; Innocenti-Brown-2011; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
RPS15	RPS17	0.08542460855096579	Co-expression	Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wu-Garvey-2007
RPL28	EEF1A1	0.08540236670523882	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPL41	RPL31	0.0849675692152232	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS16	RPS17	0.08454852038994431	Co-expression	Gysin-McMahon-2012; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wu-Garvey-2007
RPS15	GAPDH	0.08422757452353835	Co-expression	Gysin-McMahon-2012; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS25	RPS15	0.08388818777166307	Co-expression	Gysin-McMahon-2012; Mallon-McKay-2013; Perou-Botstein-1999; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPL13	RPLP1	0.0837550307624042	Co-expression	Bild-Nevins-2006 B; Gysin-McMahon-2012; Innocenti-Brown-2011; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS3A	RPS9	0.08372562937438488	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Chen-Brown-2002; Cheok-Evans-2003; Gysin-McMahon-2012; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011; Wang-Maris-2006
RPS28	RPL28	0.08369051315821707	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Chen-Brown-2002; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006; Wu-Garvey-2007
RPL8	RPS17	0.08298222231678665	Co-expression	Arijs-Rutgeerts-2009; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wu-Garvey-2007
RPL41	RPL19	0.08289786148816347	Co-expression	Cheok-Evans-2003; Gysin-McMahon-2012; Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS9	RPS15	0.08255963819101453	Co-expression	Bild-Nevins-2006 B; Cheok-Evans-2003; Gysin-McMahon-2012; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS19	RPS17	0.0822394834831357	Co-expression	Gysin-McMahon-2012; Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Wu-Garvey-2007
RPS9	RPS18	0.08221499295905232	Co-expression	Burington-Shaughnessy-2008; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPL12	EEF1A1	0.0820824597030878	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS4X	RPS15	0.08188855811022222	Co-expression	Arijs-Rutgeerts-2009; Bahr-Bowler-2013; Bild-Nevins-2006 B; Gysin-McMahon-2012; Kang-Willman-2010; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS3A	RPL13	0.08172563533298671	Co-expression	Burington-Shaughnessy-2008; Chen-Brown-2002; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006; Wu-Garvey-2007
RPL19	RPS18	0.08167158160358667	Co-expression	Arijs-Rutgeerts-2009; Cheok-Evans-2003; Gysin-McMahon-2012; Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS4X	RPS2	0.08154571219347417	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS28	RPL8	0.0813643904402852	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Gysin-McMahon-2012; Kang-Willman-2010; Rieger-Chu-2004; Salaverria-Siebert-2011; Wang-Maris-2006; Wu-Garvey-2007
LDHA	GAPDH	0.081030891276896	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Kang-Willman-2010; Salaverria-Siebert-2011; Smirnov-Cheung-2009
RPL28	RPS18	0.08084513421636075	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Smirnov-Cheung-2009; Wang-Maris-2006
RPL31	RPLP1	0.08082505408674479	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
RPS3A	RPS2	0.08040833752602339	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
RPS4X	RPL28	0.07995732733979821	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Chen-Brown-2002; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS25	EEF1A1	0.07989110774360597	Co-expression	Bahr-Bowler-2013; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wu-Garvey-2007
RPS15	EEF2	0.07967488514259458	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS15	RPL37A	0.07931002974510193	Co-expression	Cheok-Evans-2003; Gysin-McMahon-2012; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS9	RPS17	0.07878129556775093	Co-expression	Gysin-McMahon-2012; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wu-Garvey-2007
RPL31	RPS2	0.07855954044498503	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006
RPLP0	RPL19	0.07845031365286559	Co-expression	Arijs-Rutgeerts-2009; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPL19	RPS17	0.07799894362688065	Co-expression	Gysin-McMahon-2012; Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wu-Garvey-2007
RPS4X	RPL19	0.07760509639047086	Co-expression	Arijs-Rutgeerts-2009; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wu-Garvey-2007
RPS15	RPLP1	0.07625962607562542	Co-expression	Bahr-Bowler-2013; Cheok-Evans-2003; Gysin-McMahon-2012; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS9	RPLP1	0.07607046933844686	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPL19	EEF1A1	0.07543013663962483	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPL31	RPS17	0.07508317194879055	Co-expression	Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wu-Garvey-2007
RPS25	RPLP0	0.07401279965415597	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS3A	EEF2	0.0739587820135057	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Kang-Willman-2010; Perou-Botstein-1999; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Wang-Maris-2006; Wu-Garvey-2007
RPS4X	RPL12	0.07362097315490246	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS4X	RPL31	0.07357415230944753	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Chen-Brown-2002; Cheok-Evans-2003; Gysin-McMahon-2012; Rieger-Chu-2004; Roth-Zlotnik-2006; Smirnov-Cheung-2009; Wang-Maris-2006
RPS4X	RPS28	0.0734144770540297	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Chen-Brown-2002; Cheok-Evans-2003; Gysin-McMahon-2012; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPL31	EEF1A1	0.07332393364049494	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Chen-Brown-2002; Cheok-Evans-2003; Ramaswamy-Golub-2001; Wang-Maris-2006; Wu-Garvey-2007
RPS4X	RPS10	0.07319647050462663	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS4X	GAPDH	0.0729380352422595	Co-expression	Arijs-Rutgeerts-2009; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
RPS2	RPS17	0.07219347706995904	Co-expression	Gysin-McMahon-2012; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wu-Garvey-2007
RPLP1	EEF2	0.07203085394576192	Co-expression	Bahr-Bowler-2013; Kang-Willman-2010; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPL41	RPL28	0.07177338353358209	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS18	RPS17	0.07065842649899423	Co-expression	Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009
RPL31	RPS11	0.07060797838494182	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006; Wu-Garvey-2007
RPL37A	RPS19	0.07044277992099524	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009
EEF2	RPL8	0.06957075884565711	Co-expression	Bahr-Bowler-2013; Burington-Shaughnessy-2008; Kang-Willman-2010; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006; Wu-Garvey-2007
RPL12	GAPDH	0.06954991165548563	Co-expression	Arijs-Rutgeerts-2009; Burington-Shaughnessy-2008; Gysin-McMahon-2012; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009
RPL13	RPL37A	0.06881033931858838	Co-expression	Bild-Nevins-2006 B; Cheok-Evans-2003; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
GAPDH	RPS19	0.06880196090787649	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Chen-Brown-2002; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009
RPS25	EEF2	0.06750220386311412	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wu-Garvey-2007
RPL13	RPS11	0.06725674914196134	Co-expression	Innocenti-Brown-2011; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006; Wu-Garvey-2007
RPLP0	EEF2	0.06721812672913074	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006; Wu-Garvey-2007
RPL8	GAPDH	0.0664992481470108	Co-expression	Burington-Shaughnessy-2008; Gysin-McMahon-2012; Kang-Willman-2010; Mallon-McKay-2013; Rieger-Chu-2004; Salaverria-Siebert-2011
RPL41	RPL8	0.06646613706834614	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPL19	RPL8	0.06646164017729461	Co-expression	Arijs-Rutgeerts-2009; Burington-Shaughnessy-2008; Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wu-Garvey-2007
RPS3A	RPS19	0.06637983862310648	Co-expression	Burington-Shaughnessy-2008; Chen-Brown-2002; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006
RPL41	RPS9	0.06626827269792557	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
HSP90AB1	ENO1	0.06575194140896201	Co-expression	Bahr-Bowler-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009
RPS9	RPL13	0.06496769981458783	Co-expression	Bild-Nevins-2006 B; Chen-Brown-2002; Cheok-Evans-2003; Gysin-McMahon-2012; Rieger-Chu-2004; Salaverria-Siebert-2011; Wang-Maris-2006; Wu-Garvey-2007
RPS25	GAPDH	0.06453047832474113	Co-expression	Chen-Brown-2002; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Smirnov-Cheung-2009
RPL28	GAPDH	0.0639822599478066	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006
RPS16	GAPDH	0.06389205530285835	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
RPL41	RPS25	0.0633219110313803	Co-expression	Cheok-Evans-2003; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPL18	RPS17	0.06288105435669422	Co-expression	Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006
RPS9	EEF2	0.06243539694696665	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wang-Maris-2006
EEF1A1	RPS19	0.0621804678812623	Co-expression	Burington-Shaughnessy-2008; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009
RPL18	RPS3A	0.06206253287382424	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004
RPL19	EEF2	0.06191782187670469	Co-expression	Burington-Shaughnessy-2008; Gysin-McMahon-2012; Kang-Willman-2010; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS25	RPL28	0.06179528217762709	Co-expression	Cheok-Evans-2003; Gysin-McMahon-2012; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011; Wang-Maris-2006; Wu-Garvey-2007
RPS3A	RPL28	0.0616239660885185	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Chen-Brown-2002; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006; Wu-Garvey-2007
RPL19	GAPDH	0.06120911706238985	Co-expression	Arijs-Rutgeerts-2009; Burington-Shaughnessy-2008; Gysin-McMahon-2012; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001
RPL31	EEF2	0.06087590986862779	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Perou-Botstein-1999; Ramaswamy-Golub-2001; Wang-Maris-2006
EEF1A1	RPS17	0.060518049634993076	Co-expression	Kang-Willman-2010; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009
RPS4X	RPS9	0.06033236300572753	Co-expression	Burington-Shaughnessy-2008; Chen-Brown-2002; Gysin-McMahon-2012; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPL31	RPL37A	0.05968433665111661	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006
RPS2	EEF2	0.05948008829727769	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Kang-Willman-2010; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
RPS28	EEF1A1	0.059398001874797046	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPL31	RPL28	0.05775491404347122	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Chen-Brown-2002; Cheok-Evans-2003; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006; Wu-Garvey-2007
